FrameCount,frameTime,Global Position X,Global Position Y,Global Position Z,fixationID,LayerNumber,Hit object name
1262,16.85147,-0.3930476,1.382159,1.599873,15,0,Sphere
1262,16.85147,-0.3701477,1.382738,1.598422,14,0,Sphere
1263,16.86519,-0.5004675,3.604656,10.01,-1,0,Plane (1)
1263,16.86519,-0.7582887,3.599747,10.01,-1,0,Plane (1)
1264,16.8796,-0.2404277,3.69909,10.01,-1,0,Plane (1)
1264,16.8796,-0.49828,3.694006,10.01,-1,0,Plane (1)
1265,16.89249,0.01937966,3.798813,10.01,-1,0,Plane (1)
1265,16.89249,-0.2389352,3.793298,10.01,-1,0,Plane (1)
1268,16.93311,1.246845,2.155942,2.323715,-1,0,Sphere (5)
1268,16.93311,1.22156,2.115252,2.222659,-1,0,Sphere (5)
1269,16.94788,1.220504,2.109865,2.149036,-1,0,Sphere (5)
1269,16.94788,1.226896,2.092556,2.104816,-1,0,Sphere (5)
1270,16.96194,1.23377,2.094307,2.061731,-1,0,Sphere (5)
1270,16.96194,1.24604,2.081164,2.02733,-1,0,Sphere (5)
1271,16.97598,1.346972,1.98202,1.88503,15,0,Sphere (5)
1271,16.97598,1.368275,1.976092,1.865713,15,0,Sphere (5)
1272,16.99142,1.382847,1.993147,1.866958,16,0,Sphere (5)
1272,16.99142,1.404005,1.987275,1.847731,15,0,Sphere (5)
1273,17.00454,1.417274,2.000545,1.843878,16,0,Sphere (5)
1273,17.00454,1.441503,1.996525,1.82886,16,0,Sphere (5)
1274,17.0166,1.447362,2.007807,1.820745,16,0,Sphere (5)
1274,17.0166,1.471433,2.003705,1.805528,16,0,Sphere (5)
1275,17.03031,1.479658,2.069939,1.798438,16,0,Sphere (5)
1275,17.03031,1.506722,2.067455,1.787328,16,0,Sphere (5)
1276,17.04478,1.516512,2.080985,1.788247,17,0,Sphere (5)
1276,17.04478,1.54349,2.078494,1.777215,16,0,Sphere (5)
1277,17.05923,1.544566,2.09327,1.772102,17,0,Sphere (5)
1277,17.05923,1.573219,2.091815,1.763035,17,0,Sphere (5)
1278,17.07404,1.499797,2.164128,1.787967,17,0,Sphere (5)
1278,17.07404,1.526981,2.161677,1.776922,17,0,Sphere (5)
1279,17.0872,1.524035,2.183036,1.78082,18,0,Sphere (5)
1279,17.0872,1.551093,2.180675,1.769802,17,0,Sphere (5)
1280,17.10109,1.429889,2.244512,1.822897,18,0,Sphere (5)
1280,17.10109,1.454208,2.23978,1.807711,18,0,Sphere (5)
1281,17.11502,1.446108,2.258655,1.807025,19,0,Sphere (5)
1281,17.11502,1.470401,2.25389,1.791876,18,0,Sphere (5)
1282,17.12868,1.469434,2.278144,1.804112,19,0,Sphere (5)
1282,17.12868,1.495942,2.275131,1.792094,19,0,Sphere (5)
1283,17.14493,1.407061,2.321714,1.842524,19,0,Sphere (5)
